user_id,pid7_reduced,age_bin,interest,activity_window,activity_n_total,activity_n_urls,activity_n_bias,activity_n_news,activity_n_fake,activity_n_fake_ng,activity_n_fake_either,activity_mean_bias,activity_mean_bias_news,activity_p_news,activity_p_fake,activity_p_fake_ng,activity_p_fake_either,activity_p_fake_news,activity_p_fake_news_ng,activity_p_fake_news_either,browser_history_window,browser_history_n_total,browser_history_n_urls,browser_history_n_bias,browser_history_n_news,browser_history_n_fake,browser_history_n_fake_ng,browser_history_n_fake_either,browser_history_mean_bias,browser_history_mean_bias_news,browser_history_p_news,browser_history_p_fake,browser_history_p_fake_ng,browser_history_p_fake_either,browser_history_p_fake_news,browser_history_p_fake_news_ng,browser_history_p_fake_news_either,activity_gs_search_window,activity_gs_search_n_serps,activity_gs_search_n_cmpts,activity_gs_search_n_results,activity_gs_search_n_urls,activity_gs_search_n_urls_bias,activity_gs_search_n_urls_news,activity_gs_search_n_urls_fake,activity_gs_search_n_urls_fake_ng,activity_gs_search_n_urls_fake_either,activity_gs_search_n_serps_w_news,activity_gs_search_n_serps_w_fake,activity_gs_search_n_serps_w_fake_ng,activity_gs_search_n_serps_w_fake_either,activity_gs_search_n_serps_w_fake_news,activity_gs_search_n_serps_w_fake_news_ng,activity_gs_search_n_serps_w_fake_news_either,activity_gs_search_mean_urls,activity_gs_search_mean_cmpts,activity_gs_search_mean_average_bias,activity_gs_search_mean_weighted_bias,activity_gs_search_mean_ranking_bias,activity_gs_search_mean_average_bias_news,activity_gs_search_mean_weighted_bias_news,activity_gs_search_mean_ranking_bias_news,activity_gs_search_p_serps_w_news,activity_gs_search_p_serps_w_fake,activity_gs_search_p_serps_w_fake_ng,activity_gs_search_p_serps_w_fake_either,activity_gs_search_p_serps_w_fake_news,activity_gs_search_p_serps_w_fake_news_ng,activity_gs_search_p_serps_w_fake_news_either,activity_gs_search_p_urls_news,activity_gs_search_p_urls_fake,activity_gs_search_p_urls_fake_ng,activity_gs_search_p_urls_fake_either,activity_gs_search_p_urls_fake_news,activity_gs_search_p_urls_fake_news_ng,activity_gs_search_p_urls_fake_news_either,activity_gs_follow_window,activity_gs_follow_n_total,activity_gs_follow_n_urls,activity_gs_follow_n_bias,activity_gs_follow_n_news,activity_gs_follow_n_fake,activity_gs_follow_n_fake_ng,activity_gs_follow_n_fake_either,activity_gs_follow_n_unique_urls,activity_gs_follow_n_unique_domains,activity_gs_follow_n_unique_urls_bias,activity_gs_follow_n_unique_urls_news,activity_gs_follow_n_unique_urls_fake,activity_gs_follow_mean_bias,activity_gs_follow_mean_bias_news,activity_gs_follow_p_news,activity_gs_follow_p_fake,activity_gs_follow_p_fake_ng,activity_gs_follow_p_fake_either,activity_gs_follow_p_fake_news,activity_gs_follow_p_fake_news_ng,activity_gs_follow_p_fake_news_either,party7,party_cat,age_group,high_interest,college,female,race_r,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
645,Independent/Not sure,45 - 64,Extremely interested,115.32184027777778,36809.0,33570.0,12977.0,3209.0,0.0,0.0,0.0,0.1692168297757523,0.2499666770573566,0.0955913017575215,0.0,0.0,0.0,0.0,0.0,0.0,205.21427083333333,75851.0,75851.0,32775.0,13501.0,2.0,3.0,3.0,0.1497252540045766,0.2424658391997035,0.177993698171415,2.63674836192008e-05,3.95512254288012e-05,3.95512254288012e-05,0.000148137175024,0.0002222057625361,0.0002222057625361,115.15855324074074,460.0,4746.0,8401.0,7327.0,4374.0,1634.0,3.0,2.0,5.0,276.0,1.0,2.0,3.0,1.0,2.0,3.0,15.928260869565218,10.317391304347826,0.0764523412343122,0.0864328528845295,0.0099805116502172,0.050083737067343,0.0505626739374095,0.0004789368700665,0.6,0.0021739130434782,0.0043478260869565,0.0065217391304347,0.0036231884057971,0.0072463768115942,0.0108695652173913,0.2230107820390337,0.0004094445202675,0.0002729630135116,0.0006824075337791,0.0018359853121175,0.0012239902080783,0.0030599755201958,115.15827546296296,198.0,198.0,97.0,34.0,0.0,0.0,0.0,173.0,130.0,88.0,29.0,0.0,0.1343020618556701,0.1092058823529411,0.1717171717171717,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,1,1,0,1,-0.212861016571489,-0.0008796577980401,-0.0601000578154901,-0.0216144782713327,-0.0282638904296801,0.0175840217028621,0.0090855728799262,0.017443708861808,0.0199911260641631,0.0156823394501611
646,Lean Republican,18 - 24,Somewhat interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,18-24,0,0,1,1,,,,,,,,,,
647,Independent/Not sure,45 - 64,Very interested,,,,,,,,,,,,,,,,,,90.72556712962962,19769.0,19769.0,6976.0,2412.0,0.0,7.0,7.0,0.0382156536697247,0.1366695435684647,0.1220092063331478,0.0,0.000354089736456,0.000354089736456,0.0,0.0029021558872305,0.0029021558872305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,45-64,1,0,0,1,,,,,,,,,,
648,Independent/Not sure,65+,Extremely interested,136.98524305555554,24372.0,22236.0,15366.0,2411.0,0.0,0.0,0.0,0.062735363790194,-0.2296649356044869,0.1084277747796366,0.0,0.0,0.0,0.0,0.0,0.0,210.83094907407408,50473.0,50473.0,28387.0,5570.0,4.0,1.0,5.0,0.0360319759044633,-0.2137229095486423,0.1103560319378677,7.925029223545262e-05,1.981257305886316e-05,9.906286529431575e-05,0.000718132854578,0.0001795332136445,0.0008976660682226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,65+,1,1,0,1,,,,,,,,,,
649,Strong Democrat,45 - 64,Extremely interested,75.94435185185185,19156.0,17735.0,5875.0,31.0,0.0,0.0,0.0,0.0319358808510662,-0.0786333333333333,0.0017479560191711,0.0,0.0,0.0,0.0,0.0,0.0,157.60065972222222,30339.0,30339.0,11410.0,145.0,0.0,0.0,0.0,0.0235231288343558,-0.1632659420289855,0.0047793269389234,0.0,0.0,0.0,0.0,0.0,0.0,74.38223379629629,225.0,1753.0,3612.0,3141.0,1606.0,524.0,2.0,0.0,2.0,139.0,2.0,0.0,2.0,2.0,0.0,2.0,13.96,7.791111111111111,0.0256494438430798,0.0250158614783196,-0.0006335823647602,-0.0079354118433007,-0.0157780360533455,-0.0078426242100447,0.6177777777777778,0.0088888888888888,0.0,0.0088888888888888,0.014388489208633,0.0,0.014388489208633,0.1668258516396052,0.0006367398917542,0.0,0.0006367398917542,0.0038167938931297,0.0,0.0038167938931297,74.03118055555555,114.0,114.0,50.0,8.0,0.0,0.0,0.0,110.0,81.0,50.0,8.0,0.0,0.0123139999999999,-0.00865,0.0701754385964912,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,45-64,1,1,0,1,-0.217588769274485,-0.0065954178263465,-0.0659863371189534,-0.0092513454600341,-0.0242014558668482,0.0321621474284452,0.0238520727828811,0.0138262605717745,0.0129294042720685,-0.0085918610344371
650,Lean Republican,45 - 64,Not very interested,,,,,,,,,,,,,,,,,,83.83078703703704,1309.0,1309.0,967.0,4.0,0.0,0.0,0.0,0.0110775594622543,0.018425,0.0030557677616501,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,45-64,0,0,0,2,,,,,,,,,,
651,Not very strong Democrat,65+,Very interested,142.02052083333334,27270.0,23019.0,6396.0,129.0,0.0,0.0,0.0,0.0120443089430906,0.1251038759689922,0.0056040662061775,0.0,0.0,0.0,0.0,0.0,0.0,225.0079398148148,45097.0,45097.0,18196.0,173.0,0.0,0.0,0.0,-0.1333914706528907,0.0361260115606936,0.0038361753553451,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Not very strong D,65+,1,1,0,1,,,,,,,,,,
652,Not very strong Democrat,18 - 24,Not very interested,132.06662037037037,27591.0,22886.0,16328.0,189.0,0.0,0.0,0.0,0.005215574473297,-0.1412574850299401,0.008258323866119,0.0,0.0,0.0,0.0,0.0,0.0,219.07056712962964,24708.0,24708.0,15696.0,437.0,0.0,1.0,1.0,0.0003410423037716,-0.0232415343915343,0.0176865792455884,0.0,4.047272138578598e-05,4.047272138578598e-05,0.0,0.0022883295194508,0.0022883295194508,130.6376273148148,683.0,5554.0,12287.0,10055.0,4626.0,776.0,0.0,9.0,9.0,245.0,0.0,5.0,5.0,0.0,5.0,5.0,14.72181551976574,8.131771595900439,-0.0217832600117514,-0.0249142868985191,-0.0031310268867677,-0.1159374640166801,-0.1158067412276923,0.0001307227889877,0.3587115666178623,0.0,0.007320644216691,0.007320644216691,0.0,0.0204081632653061,0.0204081632653061,0.0771755345599204,0.0,0.0008950770760815,0.0008950770760815,0.0,0.0115979381443298,0.0115979381443298,127.78182870370372,138.0,138.0,79.0,2.0,0.0,0.0,0.0,132.0,84.0,75.0,2.0,0.0,-0.0577746835443038,-0.2721,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,6,Not very strong D,18-24,0,1,1,3,-0.209911661328106,0.03365646257639,-0.0200545336225649,-0.0015620379683309,-0.0024193392285981,-0.0138550551006302,-0.0106994141668451,0.012990957391566,0.0238423368368286,-0.0007906316710187
653,Lean Democrat,65+,Somewhat interested,145.14319444444445,21764.0,19601.0,10746.0,748.0,1.0,4.0,5.0,0.0925280104224859,-0.0004091168091168,0.0381613183000867,5.101780521401969e-05,0.000204071220856,0.00025508902607,0.0013368983957219,0.0053475935828877,0.0066844919786096,225.87644675925927,29973.0,29973.0,17915.0,1123.0,2.0,9.0,11.0,0.0845402400223276,-0.0155767638758231,0.0374670536816468,6.672672071531044e-05,0.0003002702432188,0.0003669969639342,0.0017809439002671,0.0080142475512021,0.0097951914514692,142.26358796296296,392.0,4125.0,6564.0,5859.0,2763.0,533.0,0.0,7.0,7.0,176.0,0.0,7.0,7.0,0.0,7.0,7.0,14.946428571428571,10.52295918367347,0.080178847048511,0.0779765448946531,-0.0022023021538578,0.0014981695526695,0.0045285815921692,0.0030304120394996,0.4489795918367347,0.0,0.0178571428571428,0.0178571428571428,0.0,0.0397727272727272,0.0397727272727272,0.0909711554872845,0.0,0.001194743130227,0.001194743130227,0.0,0.0131332082551594,0.0131332082551594,142.26268518518518,145.0,145.0,74.0,6.0,0.0,0.0,0.0,135.0,101.0,68.0,6.0,0.0,0.0559716216216216,-0.0365,0.0413793103448275,0.0,0.0,0.0,0.0,0.0,0.0,5,Ind/Lean D,65+,0,0,1,1,-0.192192611949592,0.0237772343387427,-0.0439938268006369,0.007228317611122,-0.0202725259804556,0.0174123814380415,0.0067353087575294,0.0356616115467781,0.0005044062966237,-0.0090115605075904
654,Strong Democrat,18 - 24,Very interested,89.35546296296296,23466.0,21420.0,10099.0,466.0,0.0,0.0,0.0,-0.0575320229725685,0.0405857451403887,0.0217553688141923,0.0,0.0,0.0,0.0,0.0,0.0,177.27457175925926,35288.0,35288.0,20846.0,519.0,0.0,0.0,0.0,-0.0933399549074162,-0.0334336575875486,0.0147075493085468,0.0,0.0,0.0,0.0,0.0,0.0,89.32627314814815,853.0,9979.0,20954.0,18232.0,12283.0,3020.0,5.0,7.0,12.0,549.0,4.0,6.0,10.0,4.0,6.0,10.0,21.373974208675264,11.698710433763187,0.0170114971796904,0.0188613513690381,0.0018498541893477,-0.0212973143860506,-0.0167816400225731,0.0045156743634775,0.6436107854630715,0.0046893317702227,0.0070339976553341,0.0117233294255568,0.0072859744990892,0.0109289617486338,0.0182149362477231,0.1656428258007898,0.0002742430890741,0.0003839403247038,0.0006581834137779,0.0016556291390728,0.0023178807947019,0.0039735099337748,89.95694444444445,203.0,203.0,124.0,20.0,0.0,0.0,0.0,192.0,121.0,119.0,19.0,0.0,-0.0456927419354838,0.0296473684210526,0.0985221674876847,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,1,0,0,1,-0.175601461945398,0.0397849416978657,-0.014415960556723,-0.0263112104577676,-0.0256018567337649,0.0040824142682342,-0.0021344415230507,0.0122619745413457,0.009448648835756,-0.0023026237389147
655,Strong Democrat,18 - 24,Not very interested,142.09136574074074,33090.0,30355.0,12796.0,736.0,1.0,0.0,1.0,0.0432985698655829,0.1572952445652174,0.024246417394169,3.294350189425136e-05,0.0,3.294350189425136e-05,0.0013586956521739,0.0,0.0013586956521739,226.0944675925926,40394.0,40394.0,14622.0,541.0,1.0,0.0,1.0,0.0379109013814799,0.227231015037594,0.0133930781799277,2.4756151903748083e-05,0.0,2.4756151903748083e-05,0.0018484288354898,0.0,0.0018484288354898,138.85721064814814,148.0,1647.0,2336.0,2091.0,912.0,179.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12837837837838,11.12837837837838,-0.0547340323161966,-0.0821220493239,-0.0273880170077033,-0.0158678042328042,-0.0295524684032034,-0.0136846641703992,0.4054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0856049736967957,0.0,0.0,0.0,0.0,0.0,0.0,135.01472222222222,62.0,62.0,21.0,4.0,0.0,0.0,0.0,58.0,39.0,21.0,4.0,0.0,-0.0372428571428571,-0.096975,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,0,1,0,1,-0.337228613539769,-0.0114764608828417,-0.0489789458731481,0.0161566564527709,0.0268681018999324,0.02479954154408,-0.0174323269574628,-0.0364677310111745,0.0182311193527234,0.0053991094901791
656,Strong Democrat,65+,Extremely interested,137.4302199074074,72753.0,66814.0,27056.0,3886.0,1.0,2.0,3.0,0.0733517630100345,0.0334711078286558,0.0581614631664022,1.4966923099949112e-05,2.9933846199898224e-05,4.4900769299847336e-05,0.0002573340195573,0.0005146680391147,0.0007720020586721,228.45358796296296,113434.0,113434.0,43032.0,6176.0,2.0,2.0,4.0,0.0369865193344487,-0.0467108294096342,0.0544457570040728,1.763139799354691e-05,1.763139799354691e-05,3.526279598709382e-05,0.0003238341968911,0.0003238341968911,0.0006476683937823,137.1287962962963,730.0,6544.0,12222.0,10738.0,6633.0,1405.0,6.0,9.0,15.0,416.0,5.0,6.0,10.0,5.0,6.0,10.0,14.70958904109589,8.964383561643835,-0.0410564478846114,-0.0433745107655271,-0.0023180628809156,-0.1667972878034072,-0.1646916935902876,0.0021055942131195,0.5698630136986301,0.0068493150684931,0.0082191780821917,0.0136986301369863,0.0120192307692307,0.0144230769230769,0.0240384615384615,0.1308437325386477,0.0005587632706276,0.0008381449059415,0.0013969081765691,0.0042704626334519,0.0064056939501779,0.0106761565836298,137.12862268518518,257.0,257.0,130.0,29.0,0.0,0.0,0.0,229.0,151.0,123.0,27.0,0.0,-0.0737784615384615,-0.1507851851851852,0.11284046692607,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,65+,1,1,0,1,-0.168700720598748,0.0080094299162234,-0.0602120705342415,-0.0328274285187324,-0.0055682772123508,-0.0058461509168532,-0.0152674030611359,-0.0116322456277389,0.0242444838203593,-0.0005048144506634
657,Independent/Not sure,45 - 64,Very interested,143.84394675925927,74197.0,68614.0,15218.0,2753.0,0.0,15.0,15.0,0.1249578853988609,0.0585103310294652,0.0401230069665082,0.0,0.0002186142769697,0.0002186142769697,0.0,0.0054486015256084,0.0054486015256084,232.1091203703704,107092.0,107092.0,17413.0,2208.0,0.0,12.0,12.0,0.1379575202434962,0.0647298683613254,0.020617786576028,0.0,0.0001120531879131,0.0001120531879131,0.0,0.0054347826086956,0.0054347826086956,142.28152777777777,73.0,842.0,1028.0,950.0,518.0,147.0,0.0,12.0,12.0,62.0,0.0,3.0,3.0,0.0,3.0,3.0,13.013698630136986,11.534246575342468,-0.2574092650776453,-0.234725718576531,0.0226835465011143,-0.4323652688172043,-0.4227750654121864,0.0095902034050179,0.8493150684931506,0.0,0.0410958904109589,0.0410958904109589,0.0,0.0483870967741935,0.0483870967741935,0.1547368421052631,0.0,0.0126315789473684,0.0126315789473684,0.0,0.0816326530612244,0.0816326530612244,132.10193287037038,10.0,10.0,4.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,0.160325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,1,1,1,1,-0.131367827808806,0.0063943252392264,-0.0665411365725575,0.0376034278252015,-0.0225492579825766,0.0274917123236983,0.0147480368875141,0.0197829160827704,0.0043061698856453,0.0022179745817029
658,Strong Democrat,65+,Extremely interested,38.09947916666667,246031.0,198361.0,134106.0,106045.0,0.0,556.0,556.0,0.1055949047768258,0.0995065702241628,0.5346060969646251,0.0,0.0028029703419522,0.0028029703419522,0.0,0.0052430571927012,0.0052430571927012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,65+,1,0,0,1,,,,,,,,,,
659,Independent/Not sure,45 - 64,Very interested,48.195729166666666,43469.0,36271.0,25874.0,1592.0,20.0,721.0,724.0,0.1071320862642055,0.5243212407282536,0.0438918143971768,0.0005514047034821,0.0198781395605304,0.0199608502660527,0.0125628140703517,0.4528894472361809,0.4547738693467337,119.42697916666668,64062.0,64062.0,49338.0,2523.0,62.0,1243.0,1252.0,0.0957702805140054,0.5831459958932237,0.0393837220192938,0.0009678124317067,0.0194030782679279,0.0195435671693047,0.0245739199365834,0.4926674593737614,0.4962346413000396,43.12355324074074,202.0,2308.0,3283.0,2961.0,1322.0,273.0,1.0,0.0,1.0,119.0,1.0,0.0,1.0,1.0,0.0,1.0,14.65841584158416,11.425742574257423,-0.0208015806894801,-0.0297675840538836,-0.0089660033644034,-0.0208815957297373,-0.0288045015392826,-0.0079229058095452,0.5891089108910891,0.0049504950495049,0.0,0.0049504950495049,0.0084033613445378,0.0,0.0084033613445378,0.0921985815602836,0.000337723741979,0.0,0.000337723741979,0.0036630036630036,0.0,0.0036630036630036,42.22199074074074,76.0,76.0,35.0,3.0,0.0,0.0,0.0,69.0,56.0,30.0,3.0,0.0,-0.0099857142857142,0.0148999999999999,0.0394736842105263,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,1,0,1,1,-0.301343425453943,0.0344712451170546,-0.0393822327303253,0.0406482706448389,0.0289451477780892,-0.0003609872066236,0.0348833472651979,-0.0347674443069016,0.005993240700605,-0.0034431274370974
660,Lean Democrat,45 - 64,Somewhat interested,17.567847222222223,3203.0,3058.0,343.0,0.0,0.0,0.0,0.0,0.132185714285714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5166550925926,7464.0,7464.0,971.0,7.0,0.0,0.0,0.0,0.0266119464469618,-0.0812714285714285,0.0009378349410503,0.0,0.0,0.0,0.0,0.0,0.0,13.91150462962963,8.0,93.0,131.0,123.0,76.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.375,11.625,0.0999,0.1108099566408903,0.0109099566408903,-0.2417,-0.2417,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,5,Ind/Lean D,45-64,0,1,1,1,-0.0931289714773952,0.0179606302328152,-0.0588420061827794,0.0285579802034158,-0.0301199263257696,0.0169742580287264,0.0036965556103286,0.0355309270864472,0.0088735919900455,-0.00203499384026
661,Not very strong Democrat,25 - 44,Somewhat interested,,,,,,,,,,,,,,,,,,73.48081018518519,1889.0,1889.0,789.0,0.0,0.0,0.0,0.0,0.0557432192648922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Not very strong D,25-44,0,1,1,3,,,,,,,,,,
662,Strong Democrat,18 - 24,Extremely interested,144.97504629629628,55240.0,49847.0,22036.0,1376.0,0.0,0.0,0.0,0.0246046514793961,0.1099536337209302,0.0276044696772122,0.0,0.0,0.0,0.0,0.0,0.0,228.94248842592592,40102.0,40102.0,17691.0,1697.0,0.0,0.0,0.0,0.0183272850602001,0.0910124410377358,0.0423170914168869,0.0,0.0,0.0,0.0,0.0,0.0,140.09743055555555,1298.0,14868.0,22804.0,19940.0,11201.0,2572.0,5.0,6.0,11.0,669.0,5.0,6.0,11.0,5.0,6.0,11.0,15.362095531587055,11.454545454545457,-0.0125172707530687,-0.015552754284756,-0.0030354835316873,-0.0726929645953977,-0.0778579817768188,-0.0051650171814211,0.5154083204930663,0.0038520801232665,0.0046224961479198,0.0084745762711864,0.007473841554559,0.0089686098654708,0.0164424514200298,0.1289869608826479,0.0002507522567703,0.0003009027081243,0.0005516549648946,0.0019440124416796,0.0023328149300155,0.0042768273716951,139.28310185185185,448.0,448.0,272.0,24.0,0.0,0.0,0.0,405.0,230.0,242.0,24.0,0.0,-0.028729044117647,-0.0941958333333333,0.0535714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,1,0,1,5,-0.211113521297165,0.0376793248367089,-0.0422972107059522,-0.000348160781383,0.006978957044632,0.0042334511041188,-0.0130565177957676,0.0065060518398833,0.0023844317476375,0.021562550611706
663,Strong Democrat,25 - 44,Extremely interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,25-44,1,1,1,1,,,,,,,,,,
664,Strong Democrat,25 - 44,Very interested,105.21,10157.0,9432.0,4026.0,268.0,0.0,2.0,2.0,0.0101007451564838,0.0182264150943396,0.0284139100932994,0.0,0.0002120441051738,0.0002120441051738,0.0,0.0074626865671641,0.0074626865671641,194.9831828703704,14142.0,14142.0,6963.0,252.0,0.0,1.0,1.0,0.0214939968404423,0.0270459595959596,0.0178192617734408,0.0,7.071135624381275e-05,7.071135624381275e-05,0.0,0.0039682539682539,0.0039682539682539,104.88770833333334,356.0,4039.0,6333.0,5604.0,3175.0,1406.0,15.0,8.0,23.0,270.0,12.0,5.0,17.0,12.0,5.0,17.0,15.741573033707866,11.345505617977528,-0.057808600271594,-0.0671234620952968,-0.0093148618237028,-0.0877569859952263,-0.0875664172394841,0.0001905687557421,0.7584269662921348,0.0337078651685393,0.0140449438202247,0.047752808988764,0.0444444444444444,0.0185185185185185,0.0629629629629629,0.2508922198429693,0.0026766595289079,0.0014275517487508,0.0041042112776588,0.0106685633001422,0.0056899004267425,0.0163584637268847,104.88773148148148,93.0,93.0,47.0,24.0,0.0,0.0,0.0,89.0,77.0,45.0,22.0,0.0,-0.0440106382978723,-0.0590590909090909,0.2580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,25-44,1,0,1,1,-0.220454617392252,0.0116318784962788,-0.0384618351216418,-0.0198128197100342,-0.001417767070233,-0.0120627462926651,-0.0242085957326498,-0.003155520150001,-0.0041984168082052,0.0159790982597299
665,Not very strong Republican,25 - 44,Somewhat interested,73.88319444444444,3716.0,3325.0,1443.0,30.0,0.0,0.0,0.0,0.0143018711018712,-0.2787366666666666,0.0090225563909774,0.0,0.0,0.0,0.0,0.0,0.0,84.32329861111111,2713.0,2713.0,1406.0,21.0,0.0,0.0,0.0,0.0367623044096728,-0.2099666666666666,0.0077405086619977,0.0,0.0,0.0,0.0,0.0,0.0,71.76734953703703,81.0,877.0,1491.0,1213.0,580.0,93.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.975308641975309,10.82716049382716,0.040722813626432,0.0379614489058932,-0.0027613647205387,-0.0357753746498599,-0.0215526005860677,0.0142227740637921,0.4320987654320987,0.0,0.0,0.0,0.0,0.0,0.0,0.076669414674361,0.0,0.0,0.0,0.0,0.0,0.0,71.76481481481481,26.0,26.0,6.0,1.0,0.0,0.0,0.0,25.0,20.0,6.0,1.0,0.0,0.0741833333333333,0.0183,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,2,Not very strong R,25-44,0,1,1,1,-0.182554766166105,0.0812696368378533,-0.0210935389655857,-0.0101583369796484,0.0046964195280837,0.0047820550021386,-0.0159606682286951,0.0189438855781697,0.0200078549753829,0.0159562625760756
666,Strong Democrat,18 - 24,Very interested,164.03112268518518,145673.0,137642.0,24604.0,17.0,0.0,0.0,0.0,0.0121463827020043,0.0949058823529411,0.000123508812717,0.0,0.0,0.0,0.0,0.0,0.0,244.49766203703703,215962.0,215962.0,27617.0,48.0,0.0,0.0,0.0,0.0036268675091429,0.0130541666666666,0.0002222613237514,0.0,0.0,0.0,0.0,0.0,0.0,149.14885416666667,197.0,2237.0,3851.0,3132.0,1739.0,488.0,0.0,1.0,1.0,150.0,0.0,1.0,1.0,0.0,1.0,1.0,15.898477157360404,11.35532994923858,-0.0212631125616795,-0.0252912034073901,-0.0040280908457106,-0.0658589559202059,-0.0677899828652685,-0.0019310269450626,0.7614213197969543,0.0,0.0050761421319796,0.0050761421319796,0.0,0.0066666666666666,0.0066666666666666,0.1558109833971903,0.0,0.0003192848020434,0.0003192848020434,0.0,0.0020491803278688,0.0020491803278688,149.1484375,18.0,18.0,11.0,0.0,0.0,0.0,0.0,18.0,16.0,11.0,0.0,0.0,0.0600636363636363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,1,0,1,3,-0.238294909646548,0.028939846512646,-0.0169317048024414,-0.0148892146899753,0.0139241328510003,-0.0128283592971713,-0.0287023973146932,0.0037700339966934,0.0148058986656626,0.0098487686839768
667,Not very strong Democrat,18 - 24,Somewhat interested,13.775914351851853,1045.0,926.0,478.0,2.0,0.0,0.0,0.0,0.0332016736401675,-0.2844,0.0021598272138228,0.0,0.0,0.0,0.0,0.0,0.0,89.1402662037037,11596.0,11596.0,7967.0,97.0,0.0,0.0,0.0,-0.0425950922555541,-0.0798708333333333,0.008364953432218,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Not very strong D,18-24,0,0,1,4,,,,,,,,,,
668,Strong Democrat,65+,Somewhat interested,114.86592592592592,5455.0,4763.0,1475.0,10.0,0.0,0.0,0.0,-0.0139446101694915,0.0101777777777777,0.0020995171110644,0.0,0.0,0.0,0.0,0.0,0.0,201.35405092592592,9441.0,9441.0,2873.0,23.0,0.0,0.0,0.0,-0.0142174730247128,-0.0810727272727272,0.0024361826077746,0.0,0.0,0.0,0.0,0.0,0.0,110.14934027777778,199.0,1967.0,2984.0,2744.0,807.0,236.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.78894472361809,9.884422110552764,0.0233270464936213,0.0149723901687355,-0.0083546563248858,0.0005496892013215,0.0037486788162133,0.0031989896148917,0.3015075376884422,0.0,0.0,0.0,0.0,0.0,0.0,0.08600583090379,0.0,0.0,0.0,0.0,0.0,0.0,110.11962962962964,59.0,59.0,8.0,1.0,0.0,0.0,0.0,43.0,28.0,8.0,1.0,0.0,0.0785124999999999,0.0183,0.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,65+,0,0,1,3,-0.27193084821055,0.0014588839380031,-0.0895371253267395,0.0485166109939116,-0.0198112800265511,0.055806224887711,0.0624258971381389,0.0129692795821777,-0.0374409725834138,0.0339474992499161
